gene	n_tfs
ENSG00000189064	102
ENSG00000234329	54
ENSG00000261270	107
ENSG00000258839	56
ENSG00000167524	55
ENSG00000268938	116
ENSG00000235369	95
ENSG00000198590	102
ENSG00000273211	92
ENSG00000250831	50
ENSG00000279469	44
ENSG00000233231	111
ENSG00000230368	61
ENSG00000228823	115
ENSG00000264926	112
ENSG00000261349	91
ENSG00000169403	99
ENSG00000235055	66
ENSG00000117598	96
ENSG00000171943	87
ENSG00000174175	130
ENSG00000143847	120
ENSG00000234775	78
ENSG00000163050	68
ENSG00000224215	65
ENSG00000213724	98
ENSG00000233665	74
ENSG00000119919	82
ENSG00000274660	89
ENSG00000120049	53
ENSG00000273108	80
ENSG00000255260	94
ENSG00000254847	72
ENSG00000255035	76
ENSG00000255271	37
ENSG00000251862	102
ENSG00000211568	58
ENSG00000254871	48
ENSG00000255500	1
ENSG00000279878	135
ENSG00000255506	63
ENSG00000137707	64
ENSG00000206772	79
ENSG00000279771	109
ENSG00000240370	14
ENSG00000253053	112
ENSG00000258018	60
ENSG00000171435	19
ENSG00000255575	77
ENSG00000224405	87
ENSG00000229456	57
ENSG00000233259	66
ENSG00000230371	99
ENSG00000211815	69
ENSG00000259789	74
ENSG00000196136	78
ENSG00000230805	31
ENSG00000244620	46
ENSG00000285077	62
ENSG00000259223	91
ENSG00000259921	30
ENSG00000225323	37
ENSG00000095917	32
ENSG00000262118	62
ENSG00000260310	87
ENSG00000264115	88
ENSG00000178188	60
ENSG00000283457	11
ENSG00000275040	52
ENSG00000091622	46
ENSG00000265163	82
ENSG00000224254	90
ENSG00000266981	95
ENSG00000172716	76
ENSG00000265666	22
ENSG00000171403	19
ENSG00000233101	81
ENSG00000172794	82
ENSG00000166960	88
ENSG00000267767	56
ENSG00000269547	50
ENSG00000269524	33
ENSG00000252211	93
ENSG00000234946	97
ENSG00000237013	70
ENSG00000235319	52
ENSG00000198142	107
ENSG00000238207	55
ENSG00000285819	73
ENSG00000138435	68
ENSG00000236231	39
ENSG00000225916	71
ENSG00000231672	80
ENSG00000199121	74
ENSG00000276366	16
ENSG00000205611	59
ENSG00000186190	69
ENSG00000276722	75
ENSG00000223669	81
ENSG00000231977	100
ENSG00000231208	61
ENSG00000160209	86
ENSG00000261706	84
ENSG00000232254	67
ENSG00000236272	62
ENSG00000233153	98
ENSG00000197385	86
ENSG00000157093	108
ENSG00000243885	52
ENSG00000180611	98
ENSG00000232873	109
ENSG00000163958	100
ENSG00000250681	43
ENSG00000250613	78
ENSG00000250325	70
ENSG00000199169	128
ENSG00000199145	74
ENSG00000261646	106
ENSG00000251008	41
ENSG00000241011	34
ENSG00000248370	111
ENSG00000251257	71
ENSG00000270513	98
ENSG00000260871	104
ENSG00000221287	82
ENSG00000183876	102
ENSG00000250900	111
ENSG00000124827	85
ENSG00000273333	55
ENSG00000237530	63
ENSG00000217060	48
ENSG00000232821	6
ENSG00000106031	65
ENSG00000228554	79
ENSG00000232727	125
ENSG00000229031	102
ENSG00000075213	115
ENSG00000205356	90
ENSG00000230626	97
ENSG00000231721	63
ENSG00000020219	75
ENSG00000204876	74
ENSG00000186523	105
ENSG00000061337	84
ENSG00000168490	107
ENSG00000253837	77
ENSG00000188877	94
ENSG00000164941	103
ENSG00000254024	110
ENSG00000223795	74
ENSG00000204011	121
ENSG00000200702	85
ENSG00000130988	120
ENSG00000147138	41
ENSG00000182489	103
ENSG00000176289	101
ENSG00000234696	112
ENSG00000130032	111
ENSG00000255229	45
ENSG00000201549	92
ENSG00000272369	26
ENSG00000103740	128
ENSG00000259623	48
ENSG00000108823	87
ENSG00000105370	7
ENSG00000223923	88
ENSG00000202339	41
ENSG00000183773	102
ENSG00000230741	85
ENSG00000232354	131
ENSG00000228271	45
ENSG00000251182	80
ENSG00000124788	123
ENSG00000285733	90
ENSG00000167094	56
ENSG00000236871	112
ENSG00000263858	119
ENSG00000268157	68
ENSG00000167757	122
ENSG00000201770	131
ENSG00000233739	110
ENSG00000247775	101
ENSG00000229153	49
ENSG00000171819	27
ENSG00000224333	84
ENSG00000163220	106
ENSG00000225670	117
ENSG00000224896	72
ENSG00000224584	106
ENSG00000238183	107
ENSG00000224834	96
ENSG00000177800	97
ENSG00000236817	68
ENSG00000235824	80
ENSG00000279406	80
ENSG00000252993	105
ENSG00000227356	61
ENSG00000229847	96
ENSG00000203795	75
ENSG00000264493	73
ENSG00000133816	58
ENSG00000276789	79
ENSG00000166326	112
ENSG00000197254	82
ENSG00000172289	101
ENSG00000278879	121
ENSG00000254748	54
ENSG00000255964	28
ENSG00000257570	45
ENSG00000170442	128
ENSG00000167768	133
ENSG00000257159	119
ENSG00000241388	116
ENSG00000169840	115
ENSG00000232643	80
ENSG00000178235	101
ENSG00000259277	78
ENSG00000259598	99
ENSG00000074803	58
ENSG00000069974	104
ENSG00000200991	74
ENSG00000182854	85
ENSG00000188536	89
ENSG00000279357	70
ENSG00000279490	134
ENSG00000279756	39
ENSG00000231876	7
ENSG00000174938	99
ENSG00000252074	102
ENSG00000261421	5
ENSG00000140853	27
ENSG00000180016	91
ENSG00000127780	52
ENSG00000237377	87
ENSG00000212186	55
ENSG00000251818	95
ENSG00000277450	95
ENSG00000265775	128
ENSG00000275720	81
ENSG00000187242	16
ENSG00000184502	103
ENSG00000273284	61
ENSG00000265142	35
ENSG00000224910	115
ENSG00000243581	131
ENSG00000267614	78
ENSG00000253027	53
ENSG00000265407	62
ENSG00000063127	59
ENSG00000269495	96
ENSG00000234436	68
ENSG00000237951	106
ENSG00000239332	51
ENSG00000270354	100
ENSG00000225420	105
ENSG00000226925	59
ENSG00000271284	113
ENSG00000136694	71
ENSG00000136697	65
ENSG00000224655	103
ENSG00000228400	73
ENSG00000155052	104
ENSG00000237524	76
ENSG00000232349	104
ENSG00000234119	108
ENSG00000233762	83
ENSG00000235118	57
ENSG00000174453	37
ENSG00000144460	30
ENSG00000222449	130
ENSG00000071677	63
ENSG00000225640	110
ENSG00000200301	41
ENSG00000284193	22
ENSG00000264490	96
ENSG00000207575	122
ENSG00000234688	76
ENSG00000238875	128
ENSG00000231801	105
ENSG00000240922	92
ENSG00000243593	110
ENSG00000240950	89
ENSG00000241151	94
ENSG00000271778	89
ENSG00000013293	66
ENSG00000233576	51
ENSG00000163915	42
ENSG00000273133	14
ENSG00000248122	107
ENSG00000138780	103
ENSG00000253013	115
ENSG00000182631	90
ENSG00000238913	126
ENSG00000199643	62
ENSG00000127743	33
ENSG00000274472	102
ENSG00000253261	111
ENSG00000271978	16
ENSG00000278588	90
ENSG00000260574	82
ENSG00000252891	27
ENSG00000184530	101
ENSG00000200058	25
ENSG00000146469	75
ENSG00000112038	79
ENSG00000026652	120
ENSG00000112531	54
ENSG00000231359	98
ENSG00000173452	85
ENSG00000236078	63
ENSG00000225457	56
ENSG00000120903	14
ENSG00000104435	81
ENSG00000253997	87
ENSG00000236733	92
ENSG00000235641	99
ENSG00000213761	51
ENSG00000271659	79
ENSG00000237360	103
ENSG00000169253	105
ENSG00000207329	68
ENSG00000188959	18
ENSG00000148187	100
ENSG00000203987	35
ENSG00000235071	14
ENSG00000252693	20
ENSG00000276189	106
ENSG00000237365	49
ENSG00000117115	105
ENSG00000229786	74
ENSG00000236782	46
ENSG00000217897	114
ENSG00000213478	99
ENSG00000228838	60
ENSG00000231740	77
ENSG00000227091	34
ENSG00000173947	26
ENSG00000085465	20
ENSG00000207349	81
ENSG00000269489	55
ENSG00000184148	105
ENSG00000272574	115
ENSG00000231605	49
ENSG00000157064	82
ENSG00000261065	29
ENSG00000279946	31
ENSG00000162894	83
ENSG00000284519	75
ENSG00000248322	98
ENSG00000225486	103
ENSG00000237250	115
ENSG00000213026	80
ENSG00000223353	99
ENSG00000234962	102
ENSG00000237470	116
ENSG00000279029	104
ENSG00000177791	39
ENSG00000138138	34
ENSG00000232110	84
ENSG00000223876	88
ENSG00000107864	94
ENSG00000076685	76
ENSG00000243316	49
ENSG00000260917	97
ENSG00000019995	56
ENSG00000183251	70
ENSG00000255270	83
ENSG00000072518	96
ENSG00000254968	104
ENSG00000110244	53
ENSG00000236027	118
ENSG00000256852	81
ENSG00000197503	134
ENSG00000110900	71
ENSG00000201228	43
ENSG00000222744	111
ENSG00000258168	64
ENSG00000252858	70
ENSG00000257219	78
ENSG00000252220	79
ENSG00000257345	94
ENSG00000222982	74
ENSG00000255618	43
ENSG00000280120	58
ENSG00000215349	92
ENSG00000234213	71
ENSG00000102794	87
ENSG00000251002	53
ENSG00000092096	80
ENSG00000273618	80
ENSG00000240513	114
ENSG00000258802	60
ENSG00000259079	92
ENSG00000232394	96
ENSG00000243007	76
ENSG00000103855	88
ENSG00000213307	55
ENSG00000222139	127
ENSG00000259218	105
ENSG00000226942	49
ENSG00000103313	96
ENSG00000196502	117
ENSG00000260184	110
ENSG00000259517	94
ENSG00000259922	116
ENSG00000273098	73
ENSG00000221926	144
ENSG00000230969	101
ENSG00000266190	49
ENSG00000202389	99
ENSG00000264304	96
ENSG00000265976	112
ENSG00000275688	84
ENSG00000212901	77
ENSG00000126337	114
ENSG00000225190	109
ENSG00000206713	53
ENSG00000232083	90
ENSG00000265545	115
ENSG00000260913	89
ENSG00000175322	88
ENSG00000269989	42
ENSG00000265639	66
ENSG00000264108	80
ENSG00000171903	120
ENSG00000237440	13
ENSG00000160321	11
ENSG00000196218	114
ENSG00000028277	105
ENSG00000234465	38
ENSG00000104946	74
ENSG00000243680	67
ENSG00000167634	110
ENSG00000223638	120
ENSG00000212558	84
ENSG00000157856	72
ENSG00000200701	47
ENSG00000225328	123
ENSG00000224967	75
ENSG00000234940	90
ENSG00000235352	96
ENSG00000235435	105
ENSG00000226218	72
ENSG00000279598	73
ENSG00000115556	43
ENSG00000237940	52
ENSG00000215595	85
ENSG00000277373	104
ENSG00000252597	104
ENSG00000225419	54
ENSG00000283020	86
ENSG00000225759	106
ENSG00000206249	109
ENSG00000124237	45
ENSG00000224905	69
ENSG00000223563	56
ENSG00000237428	92
ENSG00000253889	80
ENSG00000218537	122
ENSG00000250318	64
ENSG00000157103	78
ENSG00000270739	65
ENSG00000131378	113
ENSG00000275256	112
ENSG00000236930	133
ENSG00000201595	108
ENSG00000280422	69
ENSG00000144824	37
ENSG00000181847	89
ENSG00000243544	105
ENSG00000082781	17
ENSG00000222627	72
ENSG00000248659	80
ENSG00000114098	37
ENSG00000241400	107
ENSG00000163751	61
ENSG00000182000	110
ENSG00000230215	61
ENSG00000224769	97
ENSG00000234136	99
ENSG00000239010	102
ENSG00000227725	134
ENSG00000236530	137
ENSG00000248719	82
ENSG00000250826	6
ENSG00000270960	67
ENSG00000263458	96
ENSG00000259861	103
ENSG00000248677	94
ENSG00000124275	88
ENSG00000251168	76
ENSG00000154122	99
ENSG00000283740	60
ENSG00000213940	120
ENSG00000248359	40
ENSG00000250882	90
ENSG00000223179	151
ENSG00000244192	157
ENSG00000275506	121
ENSG00000279047	54
ENSG00000279558	106
ENSG00000276547	39
ENSG00000254135	91
ENSG00000207210	73
ENSG00000244945	88
ENSG00000206686	132
ENSG00000207419	108
ENSG00000124564	116
ENSG00000174572	59
ENSG00000204703	95
ENSG00000256166	53
ENSG00000227507	85
ENSG00000219384	129
ENSG00000261080	108
ENSG00000174156	100
ENSG00000217488	59
ENSG00000199630	72
ENSG00000233511	85
ENSG00000230290	87
ENSG00000227502	114
ENSG00000218725	98
ENSG00000112303	36
ENSG00000274594	112
ENSG00000091844	34
ENSG00000227719	41
ENSG00000219451	84
ENSG00000278020	45
ENSG00000243438	78
ENSG00000279288	68
ENSG00000233559	66
ENSG00000222514	62
ENSG00000214128	73
ENSG00000241661	93
ENSG00000185899	80
ENSG00000244328	29
ENSG00000205293	102
ENSG00000253789	76
ENSG00000253105	81
ENSG00000199153	110
ENSG00000253574	81
ENSG00000233575	43
ENSG00000199165	91
ENSG00000227350	126
ENSG00000173077	77
ENSG00000214654	88
ENSG00000119487	97
ENSG00000252985	99
ENSG00000107130	81
ENSG00000202144	50
ENSG00000223731	62
ENSG00000213856	89
ENSG00000102313	84
ENSG00000235382	56
ENSG00000224430	66
ENSG00000282815	121
ENSG00000102245	110
ENSG00000237584	98
ENSG00000223377	78
ENSG00000273769	34
ENSG00000168131	88
ENSG00000236839	69
ENSG00000244002	108
ENSG00000250180	103
ENSG00000227462	39
ENSG00000232470	21
ENSG00000184293	67
ENSG00000239702	57
ENSG00000026950	103
ENSG00000204287	114
ENSG00000284247	69
ENSG00000230489	124
ENSG00000225603	38
ENSG00000237390	126
ENSG00000135835	100
ENSG00000174307	25
ENSG00000224348	101
ENSG00000203414	36
ENSG00000233472	107
ENSG00000138207	115
ENSG00000203772	112
ENSG00000254921	98
ENSG00000183695	100
ENSG00000255293	89
ENSG00000007372	89
ENSG00000254601	60
ENSG00000254733	56
ENSG00000086991	65
ENSG00000254607	77
ENSG00000254703	100
ENSG00000183715	107
ENSG00000257599	115
ENSG00000257653	15
ENSG00000110934	80
ENSG00000074590	95
ENSG00000229423	78
ENSG00000136114	57
ENSG00000265164	107
ENSG00000253030	58
ENSG00000157470	92
ENSG00000260658	78
ENSG00000251888	107
ENSG00000176678	114
ENSG00000262823	102
ENSG00000284837	90
ENSG00000263657	69
ENSG00000264148	84
ENSG00000068137	36
ENSG00000256704	89
ENSG00000166342	83
ENSG00000267270	74
ENSG00000267610	136
ENSG00000267629	72
ENSG00000196867	89
ENSG00000188525	84
ENSG00000183023	92
ENSG00000228305	95
ENSG00000144031	66
ENSG00000269707	31
ENSG00000254126	71
ENSG00000235026	103
ENSG00000080293	81
ENSG00000217950	54
ENSG00000223318	78
ENSG00000234663	23
ENSG00000234595	32
ENSG00000151689	101
ENSG00000228958	112
ENSG00000176659	26
ENSG00000275464	101
ENSG00000171587	95
ENSG00000273212	68
ENSG00000178803	82
ENSG00000236641	93
ENSG00000196345	83
ENSG00000174640	30
ENSG00000249691	97
ENSG00000241313	95
ENSG00000169026	42
ENSG00000153012	123
ENSG00000152208	95
ENSG00000138738	88
ENSG00000164073	49
ENSG00000248339	64
ENSG00000168412	27
ENSG00000183580	84
ENSG00000250048	90
ENSG00000171522	29
ENSG00000272382	7
ENSG00000151883	39
ENSG00000198780	9
ENSG00000248827	91
ENSG00000145824	48
ENSG00000203688	48
ENSG00000255690	56
ENSG00000228711	67
ENSG00000232019	79
ENSG00000244490	98
ENSG00000106410	113
ENSG00000172748	115
ENSG00000104722	79
ENSG00000271081	19
ENSG00000253668	79
ENSG00000180828	92
ENSG00000234534	101
ENSG00000230221	19
ENSG00000236130	63
ENSG00000213539	76
ENSG00000237906	102
ENSG00000285115	109
ENSG00000234355	51
ENSG00000228612	76
ENSG00000156925	102
ENSG00000182195	114
ENSG00000131686	108
ENSG00000162526	90
ENSG00000232793	18
ENSG00000253054	110
ENSG00000231906	94
ENSG00000188373	66
ENSG00000234855	76
ENSG00000256897	70
ENSG00000176495	102
ENSG00000077616	5
ENSG00000255482	10
ENSG00000276691	65
ENSG00000221564	96
ENSG00000203585	86
ENSG00000235872	61
ENSG00000256708	110
ENSG00000166268	85
ENSG00000283052	59
ENSG00000258159	67
ENSG00000230022	74
ENSG00000224821	81
ENSG00000140274	57
ENSG00000259268	80
ENSG00000206178	115
ENSG00000159398	41
ENSG00000260146	54
ENSG00000214353	89
ENSG00000102984	68
ENSG00000204815	81
ENSG00000264999	96
ENSG00000279555	67
ENSG00000272386	59
ENSG00000223536	117
ENSG00000206973	99
ENSG00000212133	50
ENSG00000168582	56
ENSG00000275358	48
ENSG00000186191	86
ENSG00000180509	124
ENSG00000231253	9
ENSG00000172346	66
ENSG00000199609	50
ENSG00000145020	111
ENSG00000277118	75
ENSG00000223986	110
ENSG00000280310	99
ENSG00000250781	66
ENSG00000250645	86
ENSG00000251601	66
ENSG00000248555	76
ENSG00000227616	115
ENSG00000249073	88
ENSG00000253297	76
ENSG00000254158	60
ENSG00000263572	3
ENSG00000225463	75
ENSG00000199762	94
ENSG00000202039	86
ENSG00000136243	80
ENSG00000228596	126
ENSG00000201179	94
ENSG00000272915	67
ENSG00000233858	89
ENSG00000253369	70
ENSG00000253833	2
ENSG00000253117	69
ENSG00000272456	124
ENSG00000212221	72
ENSG00000228572	94
ENSG00000205667	114
ENSG00000234463	103
ENSG00000207081	72
ENSG00000165138	107
ENSG00000237230	105
ENSG00000237484	3
ENSG00000189023	104
ENSG00000226530	16
ENSG00000169385	35
ENSG00000235140	46
ENSG00000281516	106
ENSG00000274759	108
ENSG00000158286	28
ENSG00000278831	108
ENSG00000174775	29
ENSG00000274403	24
ENSG00000131152	114
ENSG00000260466	129
ENSG00000011304	86
ENSG00000267768	113
ENSG00000265954	118
ENSG00000151475	63
ENSG00000222107	27
ENSG00000236336	75
ENSG00000201555	56
ENSG00000211767	44
ENSG00000265393	102
ENSG00000231744	74
ENSG00000227218	104
ENSG00000251753	85
ENSG00000130701	83
ENSG00000267857	123
ENSG00000250892	103
ENSG00000284139	66
ENSG00000252622	115
ENSG00000205362	92
ENSG00000249071	96
ENSG00000232381	40
ENSG00000166961	64
ENSG00000082175	83
ENSG00000260254	79
ENSG00000278399	113
ENSG00000223538	69
ENSG00000277734	69
ENSG00000259819	88
ENSG00000260953	51
ENSG00000227158	97
ENSG00000229330	81
ENSG00000228218	94
ENSG00000160352	83
ENSG00000280360	50
ENSG00000223488	56
ENSG00000113205	26
ENSG00000233085	101
ENSG00000243095	75
ENSG00000254222	79
ENSG00000253292	65
ENSG00000126950	93
ENSG00000261544	65
ENSG00000241524	124
ENSG00000241074	103
ENSG00000242251	96
ENSG00000213735	61
ENSG00000224699	70
ENSG00000116455	72
ENSG00000285779	61
ENSG00000278892	33
ENSG00000285561	48
ENSG00000258846	80
ENSG00000239327	118
ENSG00000200677	32
ENSG00000277654	37
ENSG00000280429	85
ENSG00000222858	35
ENSG00000267695	17
ENSG00000267775	46
ENSG00000267044	16
ENSG00000125903	93
ENSG00000231878	52
ENSG00000251504	76
ENSG00000231397	47
ENSG00000222522	79
ENSG00000175946	67
ENSG00000280326	67
ENSG00000224968	79
ENSG00000261024	57
ENSG00000239861	53
ENSG00000258618	12
ENSG00000227729	55
ENSG00000167261	102
ENSG00000279562	76
ENSG00000263369	77
ENSG00000267604	51
ENSG00000270802	99
ENSG00000223647	91
ENSG00000222467	89
ENSG00000184351	2
ENSG00000100276	58
ENSG00000114270	68
ENSG00000242242	60
ENSG00000239739	38
ENSG00000247763	113
ENSG00000187762	100
ENSG00000278914	75
ENSG00000147905	35
ENSG00000285896	52
ENSG00000226112	125
ENSG00000284650	101
ENSG00000212373	117
ENSG00000284616	92
ENSG00000225126	60
ENSG00000230285	97
ENSG00000215869	90
ENSG00000275312	107
ENSG00000168060	37
ENSG00000279093	73
ENSG00000230911	80
ENSG00000256803	110
ENSG00000237766	88
ENSG00000257948	135
ENSG00000277011	74
ENSG00000276765	102
ENSG00000280118	48
ENSG00000261616	36
ENSG00000284259	139
ENSG00000103264	119
ENSG00000236457	104
ENSG00000272736	68
ENSG00000272975	33
ENSG00000207561	136
ENSG00000064687	63
ENSG00000280394	59
ENSG00000229676	84
ENSG00000267113	97
ENSG00000267254	67
ENSG00000062370	96
ENSG00000284114	82
ENSG00000207837	88
ENSG00000170858	76
ENSG00000285591	69
ENSG00000257277	57
ENSG00000198526	104
ENSG00000172482	13
ENSG00000235018	118
ENSG00000214867	47
ENSG00000248751	105
ENSG00000248243	75
ENSG00000163114	81
ENSG00000250247	115
ENSG00000185296	106
ENSG00000183474	123
ENSG00000219188	45
ENSG00000120436	62
ENSG00000233288	120
ENSG00000285544	85
ENSG00000214652	101
ENSG00000240720	112
ENSG00000242265	28
ENSG00000213296	154
ENSG00000214815	128
ENSG00000253409	142
ENSG00000227514	45
ENSG00000122728	143
ENSG00000238178	65
ENSG00000177689	72
ENSG00000132446	127
ENSG00000228794	130
ENSG00000232892	142
ENSG00000236278	142
ENSG00000107796	159
ENSG00000255193	164
ENSG00000285751	103
ENSG00000256311	138
ENSG00000215037	161
ENSG00000213903	156
ENSG00000252945	98
ENSG00000259370	81
ENSG00000261010	39
ENSG00000260479	34
ENSG00000259914	64
ENSG00000277621	20
ENSG00000231266	64
ENSG00000200488	55
ENSG00000138411	84
ENSG00000163512	80
ENSG00000242151	115
ENSG00000248515	125
ENSG00000170516	88
ENSG00000250250	48
ENSG00000249881	41
ENSG00000196812	61
ENSG00000282939	48
ENSG00000275158	99
ENSG00000243503	81
ENSG00000206144	65
ENSG00000253596	106
ENSG00000270547	80
ENSG00000228714	66
ENSG00000215105	29
ENSG00000228450	128
ENSG00000199666	85
ENSG00000223570	80
ENSG00000235096	94
ENSG00000225424	94
ENSG00000232903	91
ENSG00000258071	65
ENSG00000236946	76
ENSG00000240767	125
ENSG00000233009	27
ENSG00000225239	58
ENSG00000258479	111
ENSG00000009830	85
ENSG00000253364	72
ENSG00000231409	94
ENSG00000187806	57
ENSG00000260395	89
ENSG00000276259	55
ENSG00000262678	78
ENSG00000262067	46
ENSG00000186244	102
ENSG00000263405	89
ENSG00000267209	52
ENSG00000243455	87
ENSG00000267581	78
ENSG00000196350	92
ENSG00000205209	73
ENSG00000167554	115
ENSG00000131864	69
ENSG00000273913	117
ENSG00000232503	105
ENSG00000125514	62
ENSG00000244740	113
ENSG00000109743	133
ENSG00000250334	94
ENSG00000250620	98
ENSG00000278487	112
ENSG00000250313	6
ENSG00000261934	117
ENSG00000218976	56
ENSG00000216904	52
ENSG00000234675	89
ENSG00000225437	88
ENSG00000230042	85
ENSG00000240189	86
ENSG00000227933	107
ENSG00000067445	115
ENSG00000102385	40
ENSG00000176318	89
ENSG00000277757	121
ENSG00000257426	102
ENSG00000281008	5
ENSG00000201608	95
ENSG00000233021	96
ENSG00000258732	98
ENSG00000239809	67
ENSG00000228799	84
ENSG00000250812	96
ENSG00000264438	110
ENSG00000252116	91
ENSG00000202263	75
ENSG00000232752	103
ENSG00000234425	117
ENSG00000227740	88
ENSG00000203721	66
ENSG00000229399	79
ENSG00000266262	36
ENSG00000271563	97
ENSG00000283913	6
ENSG00000231104	116
ENSG00000263993	103
ENSG00000197580	108
ENSG00000257037	99
ENSG00000256987	71
ENSG00000172867	59
ENSG00000257475	95
ENSG00000235162	79
ENSG00000275898	83
ENSG00000279025	24
ENSG00000274357	83
ENSG00000284742	64
ENSG00000258451	70
ENSG00000211826	69
ENSG00000211839	98
ENSG00000270713	48
ENSG00000258980	69
ENSG00000258740	69
ENSG00000202191	61
ENSG00000169018	91
ENSG00000260534	85
ENSG00000260989	37
ENSG00000103316	46
ENSG00000202497	29
ENSG00000266601	31
ENSG00000266049	71
ENSG00000101605	11
ENSG00000266373	66
ENSG00000264644	64
ENSG00000252677	87
ENSG00000267402	121
ENSG00000268581	108
ENSG00000267507	14
ENSG00000223640	87
ENSG00000260331	69
ENSG00000225284	77
ENSG00000187600	47
ENSG00000275423	84
ENSG00000237887	108
ENSG00000270470	83
ENSG00000206788	54
ENSG00000240302	77
ENSG00000224529	42
ENSG00000272555	102
ENSG00000280323	115
ENSG00000135914	91
ENSG00000213871	50
ENSG00000212392	101
ENSG00000175841	75
ENSG00000239096	111
ENSG00000241868	91
ENSG00000109684	118
ENSG00000207065	115
